PLAYER_NAME,TEAM_ABBREVIATION,AGE,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT
Dante Cunningham,SAS,32.0,0.5,0.8,0.588,0.1,0.3,0.421,0.1,0.1,0.714,0.0,0.2,0.077,0.4,0.9,0.434,0.1,0.2,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dante Exum,UTA,23.0,1.6,3.2,0.508,0.3,0.9,0.282,0.1,0.1,0.667,0.0,0.0,0.5,0.4,1.0,0.341,0.1,0.4,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danuel House Jr.,HOU,26.0,1.1,1.6,0.641,0.1,0.2,0.333,0.0,0.1,0.0,0.0,0.0,1.0,1.0,2.5,0.396,0.9,2.1,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dario Saric,MIN,25.0,1.8,3.0,0.61,0.1,0.5,0.3,0.0,0.3,0.16,0.2,0.5,0.39,0.6,1.8,0.342,0.9,2.5,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Miller,NOP,29.0,0.2,0.3,0.684,0.1,0.2,0.4,0.2,0.4,0.444,0.3,0.7,0.438,0.8,2.1,0.388,1.2,3.3,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Collison,IND,31.0,1.4,2.4,0.568,0.0,0.3,0.136,0.3,0.6,0.523,0.9,2.1,0.429,0.9,1.8,0.504,0.5,1.4,0.377,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Daryl Macon,DAL,23.0,0.3,0.6,0.5,0.0,0.2,0.0,0.1,0.3,0.5,0.0,1.0,0.0,0.7,1.3,0.5,0.4,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Nwaba,CLE,26.0,1.5,2.5,0.595,0.4,0.9,0.409,0.2,0.3,0.6,0.0,0.0,0.0,0.3,0.9,0.364,0.2,0.6,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Bertans,SAS,26.0,0.4,0.5,0.707,0.1,0.3,0.292,0.1,0.3,0.478,0.1,0.3,0.5,0.5,1.1,0.476,1.4,3.4,0.42,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davon Reed,IND,24.0,0.3,0.4,0.75,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.2,0.3,0.667,0.0,0.0,0.0,,,,0.0,0.0,0.0
De'Aaron Fox,SAC,21.0,3.0,5.0,0.609,0.8,2.3,0.351,0.6,1.4,0.404,0.7,1.6,0.425,0.5,1.6,0.292,0.7,1.8,0.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
De'Anthony Melton,PHX,21.0,0.9,1.7,0.566,0.2,0.6,0.276,0.2,0.4,0.5,0.1,0.4,0.167,0.3,1.0,0.34,0.3,1.1,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
